Источник,Год публикации,Автор,Страна,Место,Ссылка,Широта ,Долгота,
"Ecological Groups of Coleoptera (Insecta) as Indicators of Habitat Transformation on Drained and Rewetted Peatlands: A Baseline Study from a Carbon Supersite, Kaliningrad, Russia",2024,"Vitalii Alekseev, Maxim Napreenko, Tatiana Napreenko-Dorokhova ",Россия,"Калининградская обл, Виттгиренский торфяник",https://www.mdpi.com/2075-4450/15/5/356,54.883333,20.833333,
Златки (Insecta: Coleoptera: Buprestidae) от Кресненския пролом,2001,"Владимир Сакалян, Марцо Лангуров",Болгария,Кресненское ущелье,(PDF) Jewel Beetles (Insecta: Coleoptera: Buprestidae) from Kresna Gorge (SW Bulgaria),41.768611,23.155000,
"Biogeography, landscapes, ecosystems and species of Zaonezhye Peninsula, in Lake Onega, Russian Karelia",2014,"Tapio Lindholm, Jevgeni Jakovlev, Alexei Kravchenko ",Россия,Респ. Карелия: остров Хвост,https://www.researchgate.net/profile/Andrei-Humala/publication/281409793_Insect_fauna_of_Zaonezhye_Peninsula_and_adjacent_islands/links/55e5ed2508aecb1a7ccd6062/Insect-fauna-of-Zaonezhye-Peninsula-and-adjacent-islands.pdf,62.150040,35.152380,
The Attack of Leaf-Mining Insects on the Plants Encountered in the Bălteni Forest and Botanical Reserve (Vaslui County),2008,Alina-Maria Stolniciu,Румыния,Васлуи: Заповедник Балтени,http://cercetare.bio.uaic.ro/publicatii/anale_zoologie/issue/2008/15-2008.pdf,46.675000,27.623889,
Results of faunistic research on the beetles (Coleoptera) of Mlyňany Arboretum,2019,"Ján Kollár, Jozef Cunev",Словакия,Млинянский дендрарий,https://www.researchgate.net/profile/Jan-Kollar-5/publication/335518157_Results_of_faunistic_research_on_the_beetles_Coleoptera_of_Mlynany_Arboretum_Vysledky_faunistickeho_prieskumu_chrobakov_Coleoptera_v_Arborete_Mlynany/links/5d6a5782a6fdcc547d6d6334/Results-of-faunistic-research-on-the-beetles-Coleoptera-of-Mlynany-Arboretum-Vysledky-faunistickeho-prieskumu-chrobakov-Coleoptera-v-Arborete-Mlynany.pdf,48.321667,18.369167,
The primeval forest of Kanaküla (Estonia) is rich in rare beetles (Coleoptera),1994,Uno Roosileht,Эстония,Канакюла ,https://www.luomus.fi/sites/default/files/sahlbergia/1994/Sahlbergia-1994_1-Roosileht.pdf,58.243300,25.106900,
Monitoring of Harmful Insect Species in Urban Conditions in Selected Model Areas of Slovakia,2009,"Ján Kollár, Pavel Hrubík, Silvia Tkáčová",Словакия,Нитра,https://www.academia.edu/download/66597598/Monitoring_of_harmful_insect_species_in_20210423-6223-1g7wizg.pdf,48.306944,18.086389,
Monitoring of Harmful Insect Species in Urban Conditions in Selected Model Areas of Slovakia,2009,"Ján Kollár, Pavel Hrubík, Silvia Tkáčová",Словакия,Топольчаны,https://www.academia.edu/download/66597598/Monitoring_of_harmful_insect_species_in_20210423-6223-1g7wizg.pdf,48.558333,18.170278,
Monitoring of Harmful Insect Species in Urban Conditions in Selected Model Areas of Slovakia,2009,"Ján Kollár, Pavel Hrubík, Silvia Tkáčová",Словакия,Комарно,https://www.academia.edu/download/66597598/Monitoring_of_harmful_insect_species_in_20210423-6223-1g7wizg.pdf,47.764167,18.130000,
Monitoring of Harmful Insect Species in Urban Conditions in Selected Model Areas of Slovakia,2009,"Ján Kollár, Pavel Hrubík, Silvia Tkáčová",Словакия,Партизанске,https://www.academia.edu/download/66597598/Monitoring_of_harmful_insect_species_in_20210423-6223-1g7wizg.pdf,48.632222,18.381667,
Monitoring of Harmful Insect Species in Urban Conditions in Selected Model Areas of Slovakia,2009,"Ján Kollár, Pavel Hrubík, Silvia Tkáčová",Словакия,Приевидза,https://www.academia.edu/download/66597598/Monitoring_of_harmful_insect_species_in_20210423-6223-1g7wizg.pdf,48.770833,18.624167,
Monitoring of Harmful Insect Species in Urban Conditions in Selected Model Areas of Slovakia,2009,"Ján Kollár, Pavel Hrubík, Silvia Tkáčová",Словакия,Пьештяны,https://www.academia.edu/download/66597598/Monitoring_of_harmful_insect_species_in_20210423-6223-1g7wizg.pdf,48.594167,17.834167,
Monitoring of Harmful Insect Species in Urban Conditions in Selected Model Areas of Slovakia,2009,"Ján Kollár, Pavel Hrubík, Silvia Tkáčová",Словакия,Трнава,https://www.academia.edu/download/66597598/Monitoring_of_harmful_insect_species_in_20210423-6223-1g7wizg.pdf,48.378611,17.588333,
Verzeichniss der in der Pfalz vorkommenden Käfer mit Zugrundlegung der Linz'schen Sammlung aufgestellt,1863,Wilheim Medicus,Германия,Пфальц,https://books.google.com/books?hl=ru&lr=&id=Yy5BAAAAcAAJ&oi=fnd&pg=PA1&dq=Verzeichniss+der+in+der+Pfalz+vorkommenden+K%C3%A4fer+mit+Zugrundlegung+der+Linz%27schen+Sammlung+aufgestellt&ots=TJkK3d-SCE&sig=w8Jw34KlEAa1-T3V6iNm3BY0BGY,49.500000,8.000000,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия,Бабочка,https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,48.350000,18.550000,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия,"Барч, Шсброкас",https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,47.916667,17.516667,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия,Белавар,https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,47.916667,17.516667,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия, Драва-стара,https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,45.816667,17.500000,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия,Драватамаши ,https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,45.950000,17.566667,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия,Герцесенты ,https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,45.950000,18.933333,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия,Ортилос,https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,46.000000,17.600000,
"Data to 46 beetle families (Coleoptera) from the Duna-Dráva National Park, South Hungary",1998,Ottó Merkl,Венгрия,Визвар,https://www.researchgate.net/profile/Otto-Merkl/publication/283121979_Data_to_46_beetle_families_Coleoptera_from_the_Duna-Drava_National_Park_South_Hungary/links/562bb05008ae04c2aeb3561e/Data-to-46-beetle-families-Coleoptera-from-the-Duna-Drava-National-Park-South-Hungary.pdf,46.066667,17.800000,
"Naliboki Forest: Land, Wildlife and Human. 2nd edition: Volume II. Wild animals",2020,Вадим Сидорович,Беларусь,Налибокская пуща,https://books.google.ru/books?hl=ru&lr=&id=5roIEAAAQBAJ&oi=fnd&pg=PA392&dq=trachys+minutus&ots=qI_AdMaMPe&sig=i3lM8i4IucsU9ResGb62ZulnHRg&redir_esc=y#v=onepage&q=trachys&f=false,53.985278,26.321111,
List of Coleoptera and Lepidoptera Found in the Government of Olonetz in Russia by Forst-meister Guenther. Reprinted from Volume on Forest Lands and Forestry of Northern Russia,1884,J. C. Brown,Россия,Олонецкая губерния,https://books.google.ru/books?hl=ru&lr=&id=XB5DAAAAYAAJ&oi=fnd&pg=PP5&dq=List+of+Coleoptera+and+Lepidoptera+Found+in+the+Government+of+Olonetz+in+Russia+by+Forst-meister+Guenther.+Reprinted+from+Volume+on+Forest+Lands+and+Forestry+of+Northern+Russia&ots=xaZPF_AKUS&sig=bt9QnYGwE0mor8QM9SbYiWriaqU&redir_esc=y#v=onepage&q=List%20of%20Coleoptera%20and%20Lepidoptera%20Found%20in%20the%20Government%20of%20Olonetz%20in%20Russia%20by%20Forst-meister%20Guenther.%20Reprinted%20from%20Volume%20on%20Forest%20Lands%20and%20Forestry%20of%20Northern%20Russia&f=false,61.783333,34.350000,
"Survey on Insect Diversity of Yeonpyeong-do Island, Korea",2012,Seong-Joon Park,Корея,остров Ёнпхёндо,https://www.sciencedirect.com/science/article/pii/S1976864814600931,37.666667,125.691389,
A Sas-hegy bogárfaunája (Coleoptera),2012,"Merkl Ottó, Szél Győző",Будапешт,Национальный парк Дунай-Ипой: гора Шаш-хедь,https://www.researchgate.net/profile/Otto-Merkl/publication/259311404_A_Sas-hegy_bogarfaunaja_Coleoptera_Beetles_Coleoptera_of_Mt_Sas-hegy_Budapest_Hungary/links/02e7e52af70992f147000000/A-Sas-hegy-bogarfaunaja-Coleoptera-Beetles-Coleoptera-of-Mt-Sas-hegy-Budapest-Hungary.pdf,47.481852,19.018247,
The beetle fauna (Insecta: Coleoptera) of the Svetlogorsk Forest (Russia: Kaliningradskaya Oblast) at the beginning of the XXI century: high biodiversity and protection necessity,2022,В.И. Алексеев,Росиия,Калининградская обл.: Светлогорский лес,https://www.researchgate.net/profile/Vitalii-Alekseev-2/publication/359258520_The_beetle_fauna_Insecta_Coleoptera_of_the_Svetlogorsk_Forest_Russia_Kaliningradskaya_Oblast_at_the_beginning_of_the_XXI_century_high_biodiversity_and_protection_necessity/links/6231ca730837bf2b9edb3bc9/The-beetle-fauna-Insecta-Coleoptera-of-the-Svetlogorsk-Forest-Russia-Kaliningradskaya-Oblast-at-the-beginning-of-the-XXI-century-high-biodiversity-and-protection-necessity.pdf,54.909167,20.081944,
Inventaire des coléoptères saproxyliques de treize forêts du canton de Vaud,2018,Gaspard Braulin et al.,Франция,Луан,https://infoscience.epfl.ch/entities/publication/7e194097-8d67-4238-924a-e1c785e3bea4,48.625400,3.478600,
"Further Data to the Beetle Fauna of Maramureș, Romania (Coleoptera)",2011,Ottó Merkl,Румыния,Борша,https://www.studiauniversitatis.ro/pdf/21-2011/21-4-2011/SU21-4-2011-Merkl.pdf,47.655278,24.663056,
"Further Data to the Beetle Fauna of Maramureș, Romania (Coleoptera)",2011,Ottó Merkl,Румыния,Родненские горы,https://www.studiauniversitatis.ro/pdf/21-2011/21-4-2011/SU21-4-2011-Merkl.pdf,47.583000,24.666000,
"Further Data to the Beetle Fauna of Maramureș, Romania (Coleoptera)",2011,Ottó Merkl,Румыния,Пьетрос,https://www.studiauniversitatis.ro/pdf/21-2011/21-4-2011/SU21-4-2011-Merkl.pdf,47.538000,24.697200,
"Comparative Insect Faunas between Ganghwado and Six Others Islands of West Coastal in Incheon, Korea",2013,Seong-Joon Park et al,Корея,Кёдондо,https://www.sciencedirect.com/science/article/pii/S2287884X14600108,37.783333,124.666667,
Insect Diversity of Mt. Oseosan,2012,Eui-Jeong Hong et al,Корея,гора Осеосан,https://www.sciencedirect.com/science/article/pii/S1976864814601092,37.190000,127.270000,
The IUCN European Red List of Saproxylic Beetles – working towards a European Saproxylic Beetle Conservation Strategy,2010,Keith N. A. Alexander,Швейцария,г. Нёвшатель,https://www.researchgate.net/profile/M-Jurc/publication/259702682_Biodiversity_of_saproxylic_beetles_in_managed_conifer_forests_in_Slovenia/links/0deec52d64ab46d8cb000000/Biodiversity-of-saproxylic-beetles-in-managed-conifer-forests-in-Slovenia.pdf,46.990000,6.930000,
"Results of a faunistic survey of beetles (Coleoptera) in Hejtmanka Nature Reserve (Czech Republic, northern Moravia, Litovelské Pomoraví Protected Landscape Area) in 2009",2011,Oto Nakládal,Чехия,Северная Моравия: Přírodní rezervace Hejtmanka,https://www.researchgate.net/profile/Oto-Nakladal/publication/302644337_Results_of_a_faunistics_survey_of_beetles_Coleoptera_in_Hejtmanka_Nature_Reserve_Czech_Republic_Northern_Moravia_Litovelske_Pomoravi_Protected_Landscape_Area_in_2009_Vysledky_faunistickeho_pruzkumu_br/links/5731f54308aea45ee83639ca/Results-of-a-faunistics-survey-of-beetles-Coleoptera-in-Hejtmanka-Nature-Reserve-Czech-Republic-Northern-Moravia-Litovelske-Pomoravi-Protected-Landscape-Area-in-2009-Vysledky-faunistickeho-pruzkumu.pdf,49.750000,17.500000,
Coleotterofauna del bosco di Policoro (Matera) (Coleoptera),1986,"Fernando Angelini, Fernando Montemurro",Италия,Лес Поликоро,https://escholarship.org/content/qt5221533b/qt5221533b.pdf,40.200000,16.666667,
Jahresexkursion ostsächsischer Koleopterologen 2023 ,2024,"Jörg Lorenz, Olaf Jäger, Ronny Gutzeit",Швейцария,Neumannmühle,https://lorenzjoerg.de/ffh/Lorenz&Jaeger&Gutzeit_2024_14teKaeferExi_SaechsiSchweiz_MSE_2024_06.pdf,50.884167,14.219722,
Jahresexkursion ostsächsischer Koleopterologen 2023 ,2024,"Jörg Lorenz, Olaf Jäger, Ronny Gutzeit",Швейцария,Лихтенхайн,https://lorenzjoerg.de/ffh/Lorenz&Jaeger&Gutzeit_2024_14teKaeferExi_SaechsiSchweiz_MSE_2024_06.pdf,50.944594,14.239353,
Jahresexkursion ostsächsischer Koleopterologen 2023 ,2024,"Jörg Lorenz, Olaf Jäger, Ronny Gutzeit",Швейцария,Großer Zschand,https://lorenzjoerg.de/ffh/Lorenz&Jaeger&Gutzeit_2024_14teKaeferExi_SaechsiSchweiz_MSE_2024_06.pdf,50.878611,14.253889,
Prachtkevers aan de westrand van Brussel (Coleoptera: Buprestidae),2005,Willy Troukens,Бельгия,Моленбек-Сен-Жан,http://www.phegea.org/Phegea/2005/Phegea33-2_76-79.pdf,50.854360,4.322780,
Prachtkevers aan de westrand van Brussel (Coleoptera: Buprestidae),2005,Willy Troukens,Бельгия,Веммел,http://www.phegea.org/Phegea/2005/Phegea33-2_76-79.pdf,50.909722,4.306944,
Prachtkevers aan de westrand van Brussel (Coleoptera: Buprestidae),2005,Willy Troukens,Бельгия,Дилбек,http://www.phegea.org/Phegea/2005/Phegea33-2_76-79.pdf,50.848070,4.266260,
Et de deux… Trachys inédits ou redécouverts dans le département du Loiret et un point local sur la tribu des Tracheini (Coleoptera Buprestidae),2012,"Michel Binon, Jean-David Chapelin-Viscardi",Франция,Департамент Луаре,http://www.laboratoireecoentomologie.com/wp-content/uploads/2020/12/A10-68.BinonChapelin-Viscardi_-Trachys-fragariae.pdf,47.917000,2.167000,
"Het beukensmalbuikje, Agrilus viridis (Coleoptera:Buprestidae) aan de westrand van Brussel",2008,Willy Troukens,Бельгия,г. Брюссель (западная окраина),http://www.phegea.org/Phegea/2008/Phegea36-3_101-102.pdf,50.850000,4.300000,
Встречаемость минирующих фитофагов широколиственных древесных пород в лесах национального парка «Нарочанский»,2024,"Ф.В. Сауткин, Ф.Г. Яковчик, С.В. Буга",Беларусь,Национальный парк «Нарочанский»,https://conf.grsu.by/cei/images/files/CEI2024/cei2024.pdf#page=142,54.850000,26.833333,
Zur Insektenfauna der Talhänge „Ringelstaler” und „Weinhalde” sowie des Theobaldswaldes bei Edelfingen (Main-Tauber-Kreis),1994,Jürgen Trautner,Германия,Заповедник Ringelstaler-Weinhalde,https://www.researchgate.net/publication/351625089_Zur_Insektenfauna_der_Talhange_Ringelstaler_und_Weinhalde_sowie_des_Theobaldswaldes_bel_Edelfingen_Main-Tauber-Kreis,49.514153,9.742427,
Brouci vybraných rašelinných a podmáčených stanovišť v centrální části Českomoravské vrchoviny,2015,Václav Křivan,Чехия,Jihlava: заповедник Doupský a Bažantka,http://www.prirodavysociny.cz/pdf/BrouciRaselinist2015.pdf,49.440000,15.600000,
Brouci vybraných rašelinných a podmáčených stanovišť v centrální části Českomoravské vrchoviny,2015,Václav Křivan,Чехия,Jihlava: Ještěnice,http://www.prirodavysociny.cz/pdf/BrouciRaselinist2015.pdf,49.450000,15.583333,
Brouci vybraných rašelinných a podmáčených stanovišť v centrální části Českomoravské vrchoviny,2015,Václav Křivan,Чехия,Jihlava: заповедник Na Oklice,http://www.prirodavysociny.cz/pdf/BrouciRaselinist2015.pdf,49.403889,15.395000,
Brouci vybraných rašelinných a podmáčených stanovišť v centrální části Českomoravské vrchoviny,2015,Václav Křivan,Чехия,Jihlava: заповедник Rašeliniště Loučky,http://www.prirodavysociny.cz/pdf/BrouciRaselinist2015.pdf,49.473056,15.435556,
Brouci vybraných rašelinných a podmáčených stanovišť v centrální části Českomoravské vrchoviny,2015,Václav Křivan,Чехия,Jihlava: Rašeliniště Pod Trojanem,http://www.prirodavysociny.cz/pdf/BrouciRaselinist2015.pdf,49.500000,15.583333,
Brouci vybraných rašelinných a podmáčených stanovišť v centrální části Českomoravské vrchoviny,2015,Václav Křivan,Чехия,Jihlava: природный памятник U Šeredů,http://www.prirodavysociny.cz/pdf/BrouciRaselinist2015.pdf,49.516667,15.533333,
Krasci Velké Prahy po 35 letech,2017,Svatopluk Bily,Чехия,г. Прага 4: район Kunratice,https://ziva.avcr.cz/files/ziva/pdf/krasci-velke-prahy-po-35-letech.pdf,50.013333,14.485556,
Krasci Velké Prahy po 35 letech,2017,Svatopluk Bily,Чехия,г. Прага 9: район Malešice,https://ziva.avcr.cz/files/ziva/pdf/krasci-velke-prahy-po-35-letech.pdf,50.083333,14.500000,
Krasci Velké Prahy po 35 letech,2017,Svatopluk Bily,Чехия,г. Прага 7: парк Stromovka,https://ziva.avcr.cz/files/ziva/pdf/krasci-velke-prahy-po-35-letech.pdf,50.107500,14.418333,
Krasci Velké Prahy po 35 letech,2017,Svatopluk Bily,Чехия,г. Прага 6: парк Šárka,https://ziva.avcr.cz/files/ziva/pdf/krasci-velke-prahy-po-35-letech.pdf,50.099167,14.318056,
Krasci Velké Prahy po 35 letech,2017,Svatopluk Bily,Чехия,г. Прага 7: район Troja,https://ziva.avcr.cz/files/ziva/pdf/krasci-velke-prahy-po-35-letech.pdf,50.122222,14.419722,
Krasci Velké Prahy po 35 letech,2017,Svatopluk Bily,Чехия,г. Прага 12: городище Závist,https://ziva.avcr.cz/files/ziva/pdf/krasci-velke-prahy-po-35-letech.pdf,49.970000,14.390000,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Анджеюв-Боровец близ Пшиленка,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.266700,21.783330,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,близ Барьч-Нова,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.312090,21.643540,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Барьч-Стара близ Зволеня,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.300000,21.600000,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,заповедник «Боровец»,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.269400,21.780900,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Бонченчина близ Зволеня,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.366667,21.550000,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Гняздкув близ Хотчи,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.270000,21.770000,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Кшивда близ Пшиленка,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.283333,21.783333,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Люцимя близ Пшиленка,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.266667,21.750000,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Руда близ Пшиленка,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.300000,21.783333,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Зелёнка-Нова близ Зволеня,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.366667,21.583333,
Buprestidae (Coleoptera) of the Natura 2000 site “Dolina Zwoleńki”,2000,"J. M. Gutowski, M. Miłkowski ",Польша,Зволень,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwio0aa3guuTAxWNAxAIHTiYHokQFnoECBkQAQ&url=https%3A%2F%2Fkp.org.pl%2Fimages%2Fpp%2Fartyku%25C5%2582y_od_2019%2F2_2020_XXXI_2%2FPP_nr%25202_2020_Gutowski.pdf&usg=AOvVaw1lMGTOVGIRVS_r3P0VFiMK&opi=89978449,51.356389,21.585278,
Brouci (Coleoptera) Žihle a okolí. 6.část. Buprestidae,2013,Václav Týr,Чехия,Жихле,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjOlKTGguuTAxWbGBAIHbd5AYgQFnoECBoQAQ&url=https%3A%2F%2Fentolisty.cz%2Fwp-content%2Fuploads%2F2021%2F07%2F04-05-Tyr.pdf&usg=AOvVaw2Djui0rFwtGjy5cD5hT2t8&opi=89978449,52.250000,19.633333,
Excursieverslag Huis ter Heide – 9 mei 1998,1999,Oscar Vorst et al.,Нидерланды,Huis ter Heide,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjxwrnNguuTAxUAIxAIHZgbNrgQFnoECBkQAQ&url=https%3A%2F%2Fnatuurtijdschriften.nl%2Fpub%2F564488&usg=AOvVaw2bHh_mAFqHejulV1n6ARDM&opi=89978449,52.116667,5.250000,
Excursieverslag Landgoed Beekvliet te Borculo 26 juni 2010,2011,Frank van Nunen et al.,Нидерланды,Боркуло,https://natuurtijdschriften.nl/pub/564928/SEI2011091001010.pdf,52.150000,6.666667,
"Coleotteri buprestidi del Piemonte e Valle d'Aosta. Catalogo ragionato delle specie di buprestidi (Coleoptera, Buprestidae) che popolano le due regioni",1980,Gianfranco Curletti,Италия,Карманьола,https://www.storianaturale.org/anp/PDF%20ANP/01_1980_Curletti_Coleotteri%20Buprestidi%20del%20Piemonte%20e%20della%20Valle%20d'Aosta_69-104.pdf,44.850000,7.716667,
